Entity,Code,Year,Solar (TWh growth – sub method),Coal (TWh growth – sub method),Gas (TWh growth – sub method),Other renewables (TWh growth – sub method),Nuclear (TWh growth – sub method),Hydro (TWh growth – sub method),Wind (TWh growth – sub method),Oil (TWh growth – sub method)
Ireland,IRL,1975,0,-3.582,0,0,0,-0.743,0,-1.382
Ireland,IRL,1976,0,0.558,0,0,0,0.194,0,0.967
Ireland,IRL,1977,0,0.965,0,0,0,0.42,0,4.174
Ireland,IRL,1978,0,-1.151,0,0,0,-0.129,0,4.937
Ireland,IRL,1979,0,2.966,2.762,0,0,0.355,0,3.568
Ireland,IRL,1980,0,-1.21,5.303,0,0,0.032,0,-7.49
Ireland,IRL,1981,0,1.023,4.062,0,0,0.065,0,-7.587
Ireland,IRL,1982,0,1.326,5.669,0,0,-0.162,0,-7.526
Ireland,IRL,1983,0,2.059,1.453,0,0,-0.065,0,-4.853
Ireland,IRL,1984,0,-1.093,1.145,0,0,-0.258,0,-0.797
Ireland,IRL,1985,0,3.756,0.606,0,0,0.42,0,-0.129
Ireland,IRL,1986,0,2.873,-6.189,0,0,0.226,0,11.04
Ireland,IRL,1987,0,9.071,-0.058,0,0,-0.646,0,-7.109
Ireland,IRL,1988,0,0.744,2.945,0,0,0.517,0,-4.76
Ireland,IRL,1989,0,0.081,2.373,0,0,-0.485,0,1.335
Ireland,IRL,1990,0,-1.49,1.757,0,0,-0.002,0,5.297
Ireland,IRL,1991,0,-1.64,0.535,0,0,0.136,0,5.166
Ireland,IRL,1992,0,-1.835,-0.244,0,0,0.197,0.014,2.7
Ireland,IRL,1993,0,-1.041,3.012,0,0,-0.144,0.028,0.806
Ireland,IRL,1994,0,-1.543,0.43,0,0,0.431,0.011,5.59
Ireland,IRL,1995,0,0.234,1.64,0,0,-0.575,-0.008,1.268
Ireland,IRL,1996,0,0.188,3.698,0.075,0,0.025,-0.006,3.615
Ireland,IRL,1997,0,-1.637,1.396,0.15,0,-0.122,0.1,6.213
Ireland,IRL,1998,0,0.219,0.361,0.011,0,0.661,0.331,9.43
Ireland,IRL,1999,0,-4.639,2.268,0.017,0,-0.194,0.05,11.577
Ireland,IRL,2000,0,1.85,5.117,0.011,0,0,0.158,-0.496
Ireland,IRL,2001,0,1.442,1.721,0.004,0,-0.705,0.244,7.657
Ireland,IRL,2002,0,-1.231,1.105,-0.046,0,0.856,0.142,-2.075
Ireland,IRL,2003,0,-0.979,-0.314,0.012,0,-0.871,0.173,-2.714
Ireland,IRL,2004,0,-1.948,-0.07,0.061,0,0.076,0.536,3.67
Ireland,IRL,2005,0,3.082,-2.047,0.055,0,-0.007,1.218,5.538
Ireland,IRL,2006,0,-3.012,5.466,-0.007,0,0.238,1.345,-0.15
Ireland,IRL,2007,0,-0.651,3.931,0.108,0,-0.165,0.866,1.594
Ireland,IRL,2008,0,-0.582,2.373,0.1,0,0.786,1.16,-5.131
Ireland,IRL,2009,0.001,-3.338,-2.652,0.108,0,-0.19,1.391,-12.705
Ireland,IRL,2010,0,-0.105,5.117,0.162,0,-0.803,-0.414,-4.593
Ireland,IRL,2011,0,-0.43,-6.583,0.05,0,0.269,4.013,-6.514
Ireland,IRL,2012,0,3.629,-1.187,0.261,0,0.235,-1.022,-3.797
Ireland,IRL,2013,0,-2.5,-2.231,0.1,0,-0.532,1.298,0.387
Ireland,IRL,2014,0.001,-0.407,-1.389,0.133,0,0.269,1.454,-0.605
Ireland,IRL,2015,0.002,2.117,0.481,-0.16,0,0.237,3.548,3.477
Ireland,IRL,2016,0.009,-1.001,5.443,0.508,0,-0.328,-1.168,3.555
Ireland,IRL,2017,0.014,-3.64,0.982,0.112,0,0.016,3.148,-0.528
Ireland,IRL,2018,0.014,-4.459,1.917,0.273,0,-0.004,2.861,3.36
Ireland,IRL,2019,0.02,-5.251,1.053,0.113,0,0.47,2.524,0.243
Israel,ISR,1966,0,0,0.218,0,0,0,0,1.969
Israel,ISR,1967,0,0,0.114,0,0,0,0,2.022
Israel,ISR,1968,0,0,0.303,0,0,0,0,2.127
Israel,ISR,1969,0,0,0.038,0,0,0,0,2.225
Israel,ISR,1970,0,0,-0.121,0,0,0,0,2.304
Israel,ISR,1971,0,0,-0.082,0,0,0,0,2.42
Israel,ISR,1972,0,0,-0.014,0,0,0,0,2.619
Israel,ISR,1973,0,0,-0.675,0,0,0,0,3.574
Israel,ISR,1974,0,0,0.115,0,0,0,0,1.296
Israel,ISR,1975,0,0,-0.054,0,0,0,0,2.076
Israel,ISR,1976,0,0,-0.021,0,0,0,0,3.865
Israel,ISR,1977,0,0,-0.004,0,0,0,0,3.286
Israel,ISR,1978,0,0,-0.009,0,0,0,0,5.018
Israel,ISR,1979,0,0,-0.157,0,0,0,0,7.805
Israel,ISR,1980,0,0.012,-0.369,0,0,0,0,6.172
Israel,ISR,1981,0,0,0.001,0,0,0.006,0,1.646
Israel,ISR,1982,0,6.443,0.415,0,0,0,0,-3.044
Israel,ISR,1983,0,5.71,0.181,0,0,-0.003,0,-5.094
Israel,ISR,1984,0,7.525,-0.078,0,0,0.003,0,-6
Israel,ISR,1985,0,1.791,-0.032,0,0,0,0,-4.615
Israel,ISR,1986,0,2.373,-0.127,0,0,0.011,0,2.873
Israel,ISR,1987,0,1.547,0.053,0,0,0.011,0,9.579
Israel,ISR,1988,0,-1.058,-0.036,0,0,0,0,9.243
Israel,ISR,1989,0,1.954,-0.033,0,0,-0.019,0,2.551
Israel,ISR,1990,0,1.27,-0.049,0,0,0,0,3.506
Israel,ISR,1991,0,2.283,-0.053,0,0,0.008,0,2.752
Israel,ISR,1992,0,6.889,-0.038,0,0,0.064,0,5.459
Israel,ISR,1993,0,4.769,-0.001,0,0,-0.008,0,4.15
Israel,ISR,1994,0,2.486,-0.017,0,0,-0.008,0,12.628
Israel,ISR,1995,0,4.027,0.034,0,0,0.006,0,16.147
Israel,ISR,1996,0,10.194,-0.089,0,0,-0.003,0,0.149
Israel,ISR,1997,0,5.089,0.029,0,0,0.003,0,-8.96
Israel,ISR,1998,0,4.651,-0.067,0,0,0,0,9.273
Israel,ISR,1999,0,-1.212,-0.011,0,0,0.022,0,9.7
Israel,ISR,2000,0,6.003,-0.01,0,0,-0.006,0,4.326
Israel,ISR,2001,0,11.224,0.004,0,0,-0.059,0.028,-12.284
Israel,ISR,2002,0,4.792,-0.01,0,0,0.03,0.003,-1.465
Israel,ISR,2003,0,3.228,-0.008,0,0,0.027,0.003,3.329
Israel,ISR,2004,0,0.886,11.316,0,0,-0.009,-0.003,-9.249
Israel,ISR,2005,0,-0.537,4.309,0,0,0,0,4.192
Israel,ISR,2006,0,-1.05,6.224,0,0,-0.035,-0.003,-5.379
Israel,ISR,2007,0,2.073,4.309,0,0,-0.003,0,7.573
Israel,ISR,2008,0,-1.49,9.862,0.018,0,0.005,-0.003,-4.163
Israel,ISR,2009,0.063,-1.904,3.926,0.092,0,0.021,0,-13.695
Israel,ISR,2010,0.12,-0.046,11.107,0.049,0,0.018,-0.003,4.338
Israel,ISR,2011,0.315,2.332,-3.639,0.03,0,-0.006,-0.003,7.455
Israel,ISR,2012,0.453,10.217,-23.076,0.007,0,0.01,-0.003,24.872
Israel,ISR,2013,0.315,-20.027,41.939,-0.086,0,-0.014,0,-43.201
Israel,ISR,2014,0.874,-5.829,6.128,0.048,0,-0.039,0,-5.853
Israel,ISR,2015,0.796,-1.585,8.043,0.014,0,0.03,0.002,7.458
Israel,ISR,2016,0.901,-10.906,11.969,0.114,0,-0.018,0.099,2.615
Israel,ISR,2017,-0.059,-5.928,6.444,0.001,0,0.001,0.002,12.581
Israel,ISR,2018,0.135,-3.411,6.291,-0.037,0,0.013,0.042,-2.635
Israel,ISR,2019,2.822,3.391,2.49,-0.001,0,0,-0.001,2.362
Italy,ITA,1966,0,4.024,6.774,1.875,0.981,3.017,0,62.696
Italy,ITA,1967,0,10.002,7.432,0.344,-1.975,-3.833,0,71.93
Italy,ITA,1968,0,-3.605,15.34,0.394,-1.6,0.936,0,76.49
Italy,ITA,1969,0,2.931,10.118,0.542,-2.492,-4.197,0,83.416
Italy,ITA,1970,0,1.116,8.94,1.156,4.158,-2.203,0,118.789
Italy,ITA,1971,0,-3.896,4.046,-0.053,0.525,-3.594,0,77.312
Italy,ITA,1972,0,-7.699,18.549,-1.117,0.725,6.303,0,54.881
Italy,ITA,1973,0,1.512,17.887,0.106,-1.344,-10.625,0,60.768
Italy,ITA,1974,0,9.316,20.302,1.111,0.744,0.756,0,-32.941
Italy,ITA,1975,0,0.302,27.897,-0.719,1.083,8.961,0,-72.004
Italy,ITA,1976,0,-0.965,44.489,-0.483,0.019,-5.125,0,50.037
Italy,ITA,1977,0,-1.884,5.433,-0.228,-1.172,33.231,0,-32.022
Italy,ITA,1978,0,1.919,-3.86,0.225,2.897,-15.689,0,56.587
Italy,ITA,1979,0,11.049,7.04,0.039,-5,1.267,0,39.269
Italy,ITA,1980,0,21.562,-1.97,0.375,-1.167,-1.953,0,-62.063
Italy,ITA,1981,0,3.629,-7.965,-1.364,1.386,-6.139,0,-25.147
Italy,ITA,1982,0,17.666,-0.886,0.144,11.381,-4.369,0,-57.428
Italy,ITA,1983,0,-10.711,7.175,-0.356,-2.836,-0.044,0,-27.87
Italy,ITA,1984,0,21.004,46.388,0.219,3.067,2.656,0,-48.349
Italy,ITA,1985,0,-2.256,5.026,-0.722,0.381,-3.636,0,-5.204
Italy,ITA,1986,0,-2.989,17.876,0.803,4.817,0.011,0,23.952
Italy,ITA,1987,0,-1.268,36.029,0.533,-23.844,-4.419,0,43.752
Italy,ITA,1988,0,-10.723,31.044,0.261,-0.483,3.253,0,19.103
Italy,ITA,1989,0.006,6.955,32.43,-1.639,0,-18.386,0.006,31.43
Italy,ITA,1990,0.005,2.95,24.982,0.206,0,-6.753,0,-13.321
Italy,ITA,1991,0.003,-8.535,28.322,0.058,0,29.481,0.003,-8.017
Italy,ITA,1992,0.011,-19.863,-4.448,0.733,0,-0.108,-0.003,22.431
Italy,ITA,1993,0.006,-17.791,9.741,0.631,0,-2.153,0.005,-20.302
Italy,ITA,1994,0,6.933,-16.432,-0.608,0,8.981,0.008,-2.26
Italy,ITA,1995,0.006,9.905,47.863,0.25,0,-19.1,0.005,36.459
Italy,ITA,1996,0.003,-11.25,16.451,1.347,0,11.819,0.064,-15.826
Italy,ITA,1997,0.003,1.894,20.541,0.919,0,-1.206,0.24,4.425
Italy,ITA,1998,0.003,5.011,42.647,1.497,0,-1.064,0.317,3.128
Italy,ITA,1999,0.003,-0.183,52.056,1.447,0,11.514,0.475,-2.567
Italy,ITA,2000,0.003,9.201,27.784,1.581,0,-3.236,0.444,-6.665
Italy,ITA,2001,0.002,9.116,1.861,0.55,0,6.408,1.69,-8.932
Italy,ITA,2002,0.005,4.982,-4.617,2.722,0,-20.828,0.596,0.376
Italy,ITA,2003,0.008,12.621,69.303,3.527,0,-8.456,0.122,-9.158
Italy,ITA,2004,0.013,20.714,28.086,2.401,0,14.707,1.028,-30.805
Italy,ITA,2005,0.005,-1.479,54.277,0.752,0,-17.594,1.303,-34.128
Italy,ITA,2006,0.01,2.378,-17.108,1.534,0,1.868,1.639,-0.843
Italy,ITA,2007,0.01,-4.063,3.974,0.332,0,-11.718,2.774,-31.807
Italy,ITA,2008,0.406,-6.147,-6.046,1.561,0,22.71,2.117,-50.211
Italy,ITA,2009,1.267,-39.877,-65.34,3.519,0,19.037,4.333,-67.626
Italy,ITA,2010,3.193,15.204,48.323,4.791,0,4.369,6.629,-26.111
Italy,ITA,2011,23.008,19.242,-49.338,4.094,0,-14.532,1.748,-31.049
Italy,ITA,2012,20.607,4.463,-28.595,3.841,0,-10.889,8.991,-54.095
Italy,ITA,2013,6.689,-25.33,-46.162,11.678,0,27.254,3.606,-65.909
Italy,ITA,2014,1.496,-3.956,-77.688,4.485,0,13.878,0.488,-37.365
Italy,ITA,2015,1.271,-10.052,53.438,1.984,0,-37.416,-1.076,27.208
Italy,ITA,2016,-2.451,-15.663,32.304,0.162,0,-9.458,6.932,5.447
Italy,ITA,2017,5.357,-15.828,40.33,-0.926,0,-16.186,-0.129,4.777
Italy,ITA,2018,-4.641,-9.297,-23.647,-1.173,0,31.055,-0.323,17.452
Italy,ITA,2019,3.933,-19.843,15.765,-5.246,0,-5.211,5.648,-31.476
